date,v.name,v.score,h.name,h.score
11/13/12,Washington Wizards,76,Charlotte Bobcats,92
11/13/12,Toronto Raptors,74,Indiana Pacers,72
11/13/12,San Antonio Spurs,84,Los Angeles Lakers,82
11/13/12,New York Knicks,99,Orlando Magic,89
11/13/12,Portland Trail Blazers,103,Sacramento Kings,86
11/14/12,Utah Jazz,93,Boston Celtics,98
11/14/12,Washington Wizards,101,Dallas Mavericks,107
11/14/12,Atlanta Hawks,88,Golden State Warriors,92
11/14/12,New Orleans Hornets,96,Houston Rockets,100
11/14/12,Miami Heat,100,Los Angeles Clippers,107
11/14/12,Indiana Pacers,85,Milwaukee Bucks,99
11/14/12,Charlotte Bobcats,89,Minnesota Timberwolves,87
11/14/12,Memphis Grizzlies,107,Oklahoma City Thunder,97
11/14/12,Detroit Pistons,94,Philadelphia 76ers,76
11/14/12,Chicago Bulls,112,Phoenix Suns,106
11/15/12,Boston Celtics,97,Brooklyn Nets,102
11/15/12,Miami Heat,98,Denver Nuggets,93
11/15/12,New York Knicks,104,San Antonio Spurs,100
11/16/12,Orlando Magic,110,Detroit Pistons,106
11/16/12,Dallas Mavericks,83,Indiana Pacers,103
11/16/12,Phoenix Suns,102,Los Angeles Lakers,114
11/16/12,New York Knicks,95,Memphis Grizzlies,105
11/16/12,Golden State Warriors,106,Minnesota Timberwolves,98
11/16/12,Oklahoma City Thunder,110,New Orleans Hornets,95
11/16/12,Utah Jazz,93,Philadelphia 76ers,99
11/16/12,Houston Rockets,117,Portland Trail Blazers,119
11/16/12,Atlanta Hawks,112,Sacramento Kings,96
11/17/12,Toronto Raptors,89,Boston Celtics,107
11/17/12,Memphis Grizzlies,94,Charlotte Bobcats,87
11/17/12,Dallas Mavericks,103,Cleveland Cavaliers,95
11/17/12,Chicago Bulls,80,Los Angeles Clippers,101
11/17/12,New Orleans Hornets,113,Milwaukee Bucks,117
11/17/12,Miami Heat,97,Phoenix Suns,88
11/17/12,Denver Nuggets,100,San Antonio Spurs,126
11/17/12,Utah Jazz,83,Washington Wizards,76
11/18/12,Boston Celtics,83,Detroit Pistons,103
11/18/12,Houston Rockets,108,Los Angeles Lakers,119
11/18/12,Indiana Pacers,76,New York Knicks,88
11/18/12,Golden State Warriors,109,Oklahoma City Thunder,119
11/18/12,Cleveland Cavaliers,79,Philadelphia 76ers,86
11/18/12,Chicago Bulls,94,Portland Trail Blazers,102
11/18/12,Brooklyn Nets,99,Sacramento Kings,90
11/18/12,Orlando Magic,86,Toronto Raptors,97
11/19/12,Orlando Magic,72,Atlanta Hawks,81
11/19/12,Milwaukee Bucks,98,Charlotte Bobcats,102
11/19/12,Golden State Warriors,105,Dallas Mavericks,101
11/19/12,Denver Nuggets,97,Memphis Grizzlies,92
11/19/12,Los Angeles Clippers,92,San Antonio Spurs,87
11/19/12,Houston Rockets,91,Utah Jazz,102
11/19/12,Indiana Pacers,96,Washington Wizards,89
11/20/12,Brooklyn Nets,90,Los Angeles Lakers,95
11/20/12,New York Knicks,102,New Orleans Hornets,80
11/20/12,Toronto Raptors,98,Philadelphia 76ers,106
11/21/12,Washington Wizards,100,Atlanta Hawks,101
11/21/12,San Antonio Spurs,112,Boston Celtics,100
11/21/12,Toronto Raptors,97,Charlotte Bobcats,98
11/21/12,Philadelphia 76ers,83,Cleveland Cavaliers,92
11/21/12,New York Knicks,111,Dallas Mavericks,114
11/21/12,Brooklyn Nets,93,Golden State Warriors,102
11/21/12,Chicago Bulls,89,Houston Rockets,93
11/21/12,New Orleans Hornets,107,Indiana Pacers,115
11/21/12,Milwaukee Bucks,106,Miami Heat,113
11/21/12,Denver Nuggets,101,Minnesota Timberwolves,94
11/21/12,Los Angeles Clippers,111,Oklahoma City Thunder,117
11/21/12,Detroit Pistons,74,Orlando Magic,90
11/21/12,Portland Trail Blazers,87,Phoenix Suns,114
11/21/12,Los Angeles Lakers,97,Sacramento Kings,113
11/23/12,Oklahoma City Thunder,100,Boston Celtics,108
11/23/12,Los Angeles Clippers,76,Brooklyn Nets,86
11/23/12,Atlanta Hawks,101,Charlotte Bobcats,91
11/23/12,Golden State Warriors,91,Denver Nuggets,102
11/23/12,Toronto Raptors,90,Detroit Pistons,91
11/23/12,New York Knicks,103,Houston Rockets,131
11/23/12,San Antonio Spurs,104,Indiana Pacers,97
11/23/12,Los Angeles Lakers,98,Memphis Grizzlies,106
11/23/12,Cleveland Cavaliers,104,Orlando Magic,108
11/23/12,New Orleans Hornets,108,Phoenix Suns,111
11/23/12,Minnesota Timberwolves,95,Portland Trail Blazers,103
11/23/12,Sacramento Kings,102,Utah Jazz,104
11/24/12,Los Angeles Clippers,93,Atlanta Hawks,104
11/24/12,Los Angeles Lakers,115,Dallas Mavericks,89
11/24/12,Minnesota Timberwolves,85,Golden State Warriors,96
11/24/12,Cleveland Cavaliers,108,Miami Heat,110
11/24/12,Chicago Bulls,93,Milwaukee Bucks,86
11/24/12,Oklahoma City Thunder,116,Philadelphia 76ers,109
11/24/12,Utah Jazz,97,Sacramento Kings,108
11/24/12,Charlotte Bobcats,108,Washington Wizards,106
11/25/12,Portland Trail Blazers,85,Brooklyn Nets,98
11/25/12,New Orleans Hornets,84,Denver Nuggets,102
11/25/12,Detroit Pistons,100,New York Knicks,121
11/25/12,Boston Celtics,116,Orlando Magic,110
11/25/12,Phoenix Suns,101,Philadelphia 76ers,104
11/25/12,San Antonio Spurs,111,Toronto Raptors,106
11/26/12,New York Knicks,89,Brooklyn Nets,96
11/26/12,Milwaukee Bucks,93,Chicago Bulls,92
11/26/12,Portland Trail Blazers,101,Detroit Pistons,108
11/26/12,New Orleans Hornets,105,Los Angeles Clippers,98
11/26/12,Cleveland Cavaliers,78,Memphis Grizzlies,84
11/26/12,Charlotte Bobcats,69,Oklahoma City Thunder,114
11/26/12,Denver Nuggets,103,Utah Jazz,105
11/26/12,San Antonio Spurs,118,Washington Wizards,92
11/27/12,Phoenix Suns,91,Cleveland Cavaliers,78
11/27/12,Toronto Raptors,101,Houston Rockets,117
11/27/12,Indiana Pacers,79,Los Angeles Lakers,77
11/27/12,Dallas Mavericks,98,Philadelphia 76ers,100
11/27/12,Minnesota Timberwolves,97,Sacramento Kings,89
11/28/12,Charlotte Bobcats,91,Atlanta Hawks,94
11/28/12,Brooklyn Nets,95,Boston Celtics,83
11/28/12,Dallas Mavericks,78,Chicago Bulls,101
11/28/12,Phoenix Suns,77,Detroit Pistons,117
11/28/12,Minnesota Timberwolves,95,Los Angeles Clippers,101
11/28/12,Toronto Raptors,82,Memphis Grizzlies,103
11/28/12,New York Knicks,102,Milwaukee Bucks,88
11/28/12,Utah Jazz,96,New Orleans Hornets,84
11/28/12,Houston Rockets,98,Oklahoma City Thunder,120
11/28/12,San Antonio Spurs,110,Orlando Magic,89
11/28/12,Portland Trail Blazers,82,Washington Wizards,84
11/29/12,Denver Nuggets,105,Golden State Warriors,106
11/29/12,San Antonio Spurs,100,Miami Heat,105
11/30/12,Cleveland Cavaliers,113,Atlanta Hawks,111
11/30/12,Portland Trail Blazers,78,Boston Celtics,96
11/30/12,Philadelphia 76ers,104,Charlotte Bobcats,98
11/30/12,Denver Nuggets,103,Los Angeles Lakers,122
11/30/12,Detroit Pistons,78,Memphis Grizzlies,90
11/30/12,Milwaukee Bucks,85,Minnesota Timberwolves,95
11/30/12,Washington Wizards,87,New York Knicks,108
11/30/12,Utah Jazz,94,Oklahoma City Thunder,106
11/30/12,Brooklyn Nets,98,Orlando Magic,86
11/30/12,Indiana Pacers,97,Sacramento Kings,92
11/30/12,Phoenix Suns,97,Toronto Raptors,101
12/01/12,Philadelphia 76ers,88,Chicago Bulls,93
12/01/12,Portland Trail Blazers,118,Cleveland Cavaliers,117
12/01/12,Detroit Pistons,77,Dallas Mavericks,92
12/01/12,Indiana Pacers,92,Golden State Warriors,103
12/01/12,Utah Jazz,116,Houston Rockets,124
12/01/12,Sacramento Kings,81,Los Angeles Clippers,116
12/01/12,Brooklyn Nets,89,Miami Heat,102
12/01/12,Boston Celtics,88,Milwaukee Bucks,91
12/01/12,Oklahoma City Thunder,100,New Orleans Hornets,79
12/01/12,Memphis Grizzlies,95,San Antonio Spurs,99
12/02/12,Orlando Magic,113,Los Angeles Lakers,103
12/02/12,Phoenix Suns,99,New York Knicks,106
12/03/12,Portland Trail Blazers,118,Charlotte Bobcats,112
12/03/12,Toronto Raptors,110,Denver Nuggets,113
12/03/12,Cleveland Cavaliers,79,Detroit Pistons,89
12/03/12,Orlando Magic,102,Golden State Warriors,94
12/03/12,Milwaukee Bucks,81,New Orleans Hornets,102
12/03/12,Los Angeles Clippers,105,Utah Jazz,104
12/04/12,Oklahoma City Thunder,117,Brooklyn Nets,111
12/04/12,Indiana Pacers,80,Chicago Bulls,76
12/04/12,Los Angeles Lakers,105,Houston Rockets,107
12/04/12,Phoenix Suns,98,Memphis Grizzlies,108
12/04/12,Minnesota Timberwolves,105,Philadelphia 76ers,88
12/04/12,Miami Heat,101,Washington Wizards,105
12/05/12,Denver Nuggets,104,Atlanta Hawks,108
12/05/12,Minnesota Timberwolves,94,Boston Celtics,104
12/05/12,New York Knicks,100,Charlotte Bobcats,98
12/05/12,Chicago Bulls,95,Cleveland Cavaliers,85
12/05/12,Golden State Warriors,104,Detroit Pistons,97
12/05/12,Portland Trail Blazers,92,Indiana Pacers,99
12/05/12,Dallas Mavericks,90,Los Angeles Clippers,112
12/05/12,Los Angeles Lakers,103,New Orleans Hornets,87
12/05/12,Toronto Raptors,100,Sacramento Kings,107
12/05/12,Milwaukee Bucks,99,San Antonio Spurs,110
12/05/12,Orlando Magic,81,Utah Jazz,87
12/06/12,New York Knicks,112,Miami Heat,92
12/06/12,Dallas Mavericks,97,Phoenix Suns,94
12/07/12,Washington Wizards,95,Atlanta Hawks,104
12/07/12,Golden State Warriors,109,Brooklyn Nets,102
12/07/12,Chicago Bulls,108,Detroit Pistons,104
12/07/12,Denver Nuggets,92,Indiana Pacers,89
12/07/12,Charlotte Bobcats,93,Milwaukee Bucks,108
12/07/12,Cleveland Cavaliers,73,Minnesota Timberwolves,91
12/07/12,Memphis Grizzlies,96,New Orleans Hornets,89
12/07/12,Los Angeles Lakers,108,Oklahoma City Thunder,114
12/07/12,Boston Celtics,94,Philadelphia 76ers,95
12/07/12,Orlando Magic,82,Sacramento Kings,91
12/07/12,Houston Rockets,92,San Antonio Spurs,114
12/07/12,Toronto Raptors,99,Utah Jazz,131
12/08/12,Philadelphia 76ers,79,Boston Celtics,92
12/08/12,San Antonio Spurs,132,Charlotte Bobcats,102
12/08/12,New York Knicks,85,Chicago Bulls,93
12/08/12,Detroit Pistons,104,Cleveland Cavaliers,97
12/08/12,Dallas Mavericks,116,Houston Rockets,109
12/08/12,Phoenix Suns,99,Los Angeles Clippers,117
12/08/12,Atlanta Hawks,93,Memphis Grizzlies,83
12/08/12,New Orleans Hornets,90,Miami Heat,106
12/08/12,Sacramento Kings,99,Portland Trail Blazers,80
12/08/12,Golden State Warriors,101,Washington Wizards,97
12/09/12,Milwaukee Bucks,97,Brooklyn Nets,88
12/09/12,Toronto Raptors,83,Los Angeles Clippers,102
12/09/12,Utah Jazz,117,Los Angeles Lakers,110
12/09/12,Denver Nuggets,106,New York Knicks,112
12/09/12,Indiana Pacers,93,Oklahoma City Thunder,104
12/09/12,Orlando Magic,98,Phoenix Suns,90
12/10/12,Golden State Warriors,104,Charlotte Bobcats,96
12/10/12,Sacramento Kings,96,Dallas Mavericks,119
12/10/12,San Antonio Spurs,134,Houston Rockets,126
12/10/12,Atlanta Hawks,92,Miami Heat,101
12/10/12,Detroit Pistons,97,Philadelphia 76ers,104
12/10/12,Toronto Raptors,74,Portland Trail Blazers,92
12/11/12,New York Knicks,100,Brooklyn Nets,97
12/11/12,Los Angeles Clippers,94,Chicago Bulls,89
12/11/12,Los Angeles Lakers,94,Cleveland Cavaliers,100
12/11/12,Denver Nuggets,101,Detroit Pistons,94
12/11/12,Washington Wizards,77,New Orleans Hornets,70
12/12/12,Dallas Mavericks,115,Boston Celtics,117
12/12/12,Los Angeles Clippers,100,Charlotte Bobcats,94
12/12/12,Washington Wizards,93,Houston Rockets,99
12/12/12,Cleveland Cavaliers,81,Indiana Pacers,96
12/12/12,Golden State Warriors,97,Miami Heat,95
12/12/12,Sacramento Kings,85,Milwaukee Bucks,98
12/12/12,Denver Nuggets,105,Minnesota Timberwolves,108
12/12/12,New Orleans Hornets,88,Oklahoma City Thunder,92
12/12/12,Atlanta Hawks,86,Orlando Magic,80
12/12/12,Chicago Bulls,96,Philadelphia 76ers,89
12/12/12,Memphis Grizzlies,80,Phoenix Suns,82
12/12/12,Brooklyn Nets,94,Toronto Raptors,88
12/12/12,San Antonio Spurs,96,Utah Jazz,99
12/13/12,Charlotte Bobcats,90,Atlanta Hawks,113
12/13/12,Los Angeles Lakers,107,New York Knicks,116
12/13/12,San Antonio Spurs,90,Portland Trail Blazers,98
12/14/12,Detroit Pistons,105,Brooklyn Nets,107
12/14/12,Milwaukee Bucks,90,Cleveland Cavaliers,86
12/14/12,Memphis Grizzlies,94,Denver Nuggets,99
12/14/12,Boston Celtics,89,Houston Rockets,101
12/14/12,Philadelphia 76ers,85,Indiana Pacers,95
12/14/12,Minnesota Timberwolves,113,New Orleans Hornets,102
12/14/12,Sacramento Kings,103,Oklahoma City Thunder,113
12/14/12,Golden State Warriors,85,Orlando Magic,99
12/14/12,Utah Jazz,84,Phoenix Suns,99
12/14/12,Dallas Mavericks,74,Toronto Raptors,95
12/14/12,Los Angeles Lakers,102,Washington Wizards,96
12/15/12,Golden State Warriors,115,Atlanta Hawks,93
12/15/12,Orlando Magic,107,Charlotte Bobcats,98
12/15/12,Brooklyn Nets,82,Chicago Bulls,83
12/15/12,Indiana Pacers,88,Detroit Pistons,77
12/15/12,Washington Wizards,72,Miami Heat,102
12/15/12,Los Angeles Clippers,111,Milwaukee Bucks,85
12/15/12,Dallas Mavericks,106,Minnesota Timberwolves,114
12/15/12,Cleveland Cavaliers,102,New York Knicks,103
12/15/12,Boston Celtics,88,San Antonio Spurs,103
12/15/12,Memphis Grizzlies,99,Utah Jazz,86
12/16/12,Los Angeles Lakers,111,Philadelphia 76ers,98
12/16/12,New Orleans Hornets,94,Portland Trail Blazers,95
12/16/12,Denver Nuggets,122,Sacramento Kings,97
12/16/12,Houston Rockets,96,Toronto Raptors,103
12/17/12,Los Angeles Clippers,88,Detroit Pistons,76
12/17/12,Chicago Bulls,71,Memphis Grizzlies,80
12/17/12,Houston Rockets,109,New York Knicks,96
12/17/12,San Antonio Spurs,93,Oklahoma City Thunder,107
12/17/12,Minnesota Timberwolves,93,Orlando Magic,102
12/17/12,Sacramento Kings,90,Phoenix Suns,101
12/18/12,Utah Jazz,92,Brooklyn Nets,90
12/18/12,Boston Celtics,89,Chicago Bulls,100
12/18/12,Toronto Raptors,113,Cleveland Cavaliers,99
12/18/12,Philadelphia 76ers,100,Dallas Mavericks,107
12/18/12,San Antonio Spurs,106,Denver Nuggets,112
12/18/12,New Orleans Hornets,96,Golden State Warriors,103
12/18/12,Charlotte Bobcats,100,Los Angeles Lakers,101
12/18/12,Minnesota Timberwolves,92,Miami Heat,103
12/18/12,Indiana Pacers,93,Milwaukee Bucks,98
12/18/12,Atlanta Hawks,100,Washington Wizards,95
12/19/12,Oklahoma City Thunder,100,Atlanta Hawks,92
12/19/12,Cleveland Cavaliers,91,Boston Celtics,103
12/19/12,Philadelphia 76ers,103,Houston Rockets,125
12/19/12,Utah Jazz,84,Indiana Pacers,104
12/19/12,New Orleans Hornets,77,Los Angeles Clippers,93
12/19/12,Milwaukee Bucks,80,Memphis Grizzlies,90
12/19/12,Brooklyn Nets,86,New York Knicks,100
12/19/12,Washington Wizards,83,Orlando Magic,90
12/19/12,Charlotte Bobcats,104,Phoenix Suns,121
12/19/12,Golden State Warriors,127,Sacramento Kings,131
12/19/12,Detroit Pistons,91,Toronto Raptors,97
12/20/12,Miami Heat,110,Dallas Mavericks,95
12/20/12,Oklahoma City Thunder,93,Minnesota Timberwolves,99
12/20/12,Denver Nuggets,93,Portland Trail Blazers,101
12/21/12,Milwaukee Bucks,99,Boston Celtics,94
12/21/12,Indiana Pacers,99,Cleveland Cavaliers,89
12/21/12,Washington Wizards,68,Detroit Pistons,100
12/21/12,Charlotte Bobcats,100,Golden State Warriors,115
12/21/12,Sacramento Kings,85,Los Angeles Clippers,97
12/21/12,Dallas Mavericks,82,Memphis Grizzlies,92
12/21/12,Chicago Bulls,110,New York Knicks,106
12/21/12,Atlanta Hawks,80,Philadelphia 76ers,99
12/21/12,New Orleans Hornets,94,San Antonio Spurs,99
12/21/12,Orlando Magic,90,Toronto Raptors,93
12/22/12,Chicago Bulls,75,Atlanta Hawks,92
12/22/12,Charlotte Bobcats,88,Denver Nuggets,110
12/22/12,Los Angeles Lakers,118,Golden State Warriors,115
12/22/12,Memphis Grizzlies,96,Houston Rockets,121
12/22/12,Utah Jazz,89,Miami Heat,105
12/22/12,Cleveland Cavaliers,94,Milwaukee Bucks,82
12/22/12,Indiana Pacers,81,New Orleans Hornets,75
12/22/12,Phoenix Suns,93,Portland Trail Blazers,96
12/22/12,Detroit Pistons,96,Washington Wizards,87
12/23/12,Philadelphia 76ers,92,Brooklyn Nets,95
12/23/12,Minnesota Timberwolves,91,New York Knicks,94
12/23/12,Utah Jazz,97,Orlando Magic,93
12/23/12,Los Angeles Clippers,103,Phoenix Suns,77
12/23/12,Portland Trail Blazers,96,Sacramento Kings,108
12/23/12,Dallas Mavericks,91,San Antonio Spurs,129
12/25/12,Boston Celtics,93,Brooklyn Nets,76
12/25/12,Houston Rockets,120,Chicago Bulls,97
12/25/12,Denver Nuggets,100,Los Angeles Clippers,112
12/25/12,New York Knicks,94,Los Angeles Lakers,100
12/25/12,Oklahoma City Thunder,97,Miami Heat,103
12/26/12,Detroit Pistons,119,Atlanta Hawks,126
12/26/12,Miami Heat,105,Charlotte Bobcats,92
12/26/12,Los Angeles Lakers,114,Denver Nuggets,126
12/26/12,Philadelphia 76ers,99,Memphis Grizzlies,89
12/26/12,Brooklyn Nets,93,Milwaukee Bucks,108
12/26/12,Houston Rockets,87,Minnesota Timberwolves,84
12/26/12,New Orleans Hornets,97,Orlando Magic,94
12/26/12,New York Knicks,99,Phoenix Suns,97
12/26/12,Sacramento Kings,91,Portland Trail Blazers,109
12/26/12,Toronto Raptors,80,San Antonio Spurs,100
12/26/12,Golden State Warriors,94,Utah Jazz,83
12/26/12,Cleveland Cavaliers,87,Washington Wizards,84
12/27/12,Boston Celtics,77,Los Angeles Clippers,106
12/27/12,Dallas Mavericks,105,Oklahoma City Thunder,111
12/28/12,Charlotte Bobcats,81,Brooklyn Nets,97
12/28/12,Atlanta Hawks,102,Cleveland Cavaliers,94
12/28/12,Denver Nuggets,106,Dallas Mavericks,85
12/28/12,Miami Heat,99,Detroit Pistons,109
12/28/12,Philadelphia 76ers,89,Golden State Warriors,96
12/28/12,Phoenix Suns,91,Indiana Pacers,97
12/28/12,Portland Trail Blazers,87,Los Angeles Lakers,104
12/28/12,Toronto Raptors,104,New Orleans Hornets,97
12/28/12,New York Knicks,105,Sacramento Kings,106
12/28/12,Houston Rockets,116,San Antonio Spurs,122
12/28/12,Los Angeles Clippers,116,Utah Jazz,114
12/28/12,Orlando Magic,97,Washington Wizards,105
12/29/12,Indiana Pacers,100,Atlanta Hawks,109
12/29/12,Cleveland Cavaliers,100,Brooklyn Nets,103
12/29/12,New Orleans Hornets,98,Charlotte Bobcats,95
12/29/12,Washington Wizards,77,Chicago Bulls,87
12/29/12,Boston Celtics,83,Golden State Warriors,101
12/29/12,Oklahoma City Thunder,124,Houston Rockets,94
12/29/12,Denver Nuggets,72,Memphis Grizzlies,81
12/29/12,Miami Heat,85,Milwaukee Bucks,104
12/29/12,Phoenix Suns,107,Minnesota Timberwolves,111
12/29/12,Toronto Raptors,123,Orlando Magic,88
12/29/12,Philadelphia 76ers,85,Portland Trail Blazers,89
12/30/12,San Antonio Spurs,111,Dallas Mavericks,86
12/30/12,Milwaukee Bucks,94,Detroit Pistons,96
12/30/12,Utah Jazz,96,Los Angeles Clippers,107
12/30/12,Boston Celtics,96,Sacramento Kings,118
12/31/12,Charlotte Bobcats,91,Chicago Bulls,81
12/31/12,Atlanta Hawks,104,Houston Rockets,123
12/31/12,Memphis Grizzlies,83,Indiana Pacers,88
12/31/12,Phoenix Suns,96,Oklahoma City Thunder,114
12/31/12,Miami Heat,112,Orlando Magic,110
12/31/12,Brooklyn Nets,73,San Antonio Spurs,104
01/01/13,Los Angeles Clippers,78,Denver Nuggets,92
01/01/13,Sacramento Kings,97,Detroit Pistons,103
01/01/13,Philadelphia 76ers,103,Los Angeles Lakers,99
01/01/13,Atlanta Hawks,95,New Orleans Hornets,86
01/01/13,Portland Trail Blazers,105,New York Knicks,100
01/01/13,Dallas Mavericks,103,Washington Wizards,94
01/02/13,Memphis Grizzlies,93,Boston Celtics,83
01/02/13,Sacramento Kings,97,Cleveland Cavaliers,94
01/02/13,Los Angeles Clippers,94,Golden State Warriors,115
01/02/13,New Orleans Hornets,92,Houston Rockets,104
01/02/13,Washington Wizards,81,Indiana Pacers,89
01/02/13,Dallas Mavericks,109,Miami Heat,119
01/02/13,San Antonio Spurs,117,Milwaukee Bucks,110
01/02/13,Brooklyn Nets,110,Oklahoma City Thunder,93
01/02/13,Chicago Bulls,96,Orlando Magic,94
01/02/13,Philadelphia 76ers,89,Phoenix Suns,95
01/02/13,Portland Trail Blazers,79,Toronto Raptors,102
01/02/13,Minnesota Timberwolves,84,Utah Jazz,106
01/03/13,Minnesota Timberwolves,101,Denver Nuggets,97
01/03/13,San Antonio Spurs,83,New York Knicks,100
01/04/13,Indiana Pacers,75,Boston Celtics,94
