date,v.name,v.score,h.name,h.score
01/04/13,Cleveland Cavaliers,106,Charlotte Bobcats,104
01/04/13,Atlanta Hawks,84,Detroit Pistons,85
01/04/13,Los Angeles Lakers,102,Los Angeles Clippers,107
01/04/13,Portland Trail Blazers,86,Memphis Grizzlies,84
01/04/13,Chicago Bulls,96,Miami Heat,89
01/04/13,Houston Rockets,115,Milwaukee Bucks,101
01/04/13,Philadelphia 76ers,85,Oklahoma City Thunder,109
01/04/13,Utah Jazz,87,Phoenix Suns,80
01/04/13,Sacramento Kings,105,Toronto Raptors,96
01/04/13,Brooklyn Nets,115,Washington Wizards,113
01/05/13,Boston Celtics,89,Atlanta Hawks,81
01/05/13,Sacramento Kings,93,Brooklyn Nets,113
01/05/13,Houston Rockets,112,Cleveland Cavaliers,104
01/05/13,New Orleans Hornets,99,Dallas Mavericks,96
01/05/13,Utah Jazz,91,Denver Nuggets,110
01/05/13,Milwaukee Bucks,80,Indiana Pacers,95
01/05/13,Golden State Warriors,89,Los Angeles Clippers,115
01/05/13,Portland Trail Blazers,102,Minnesota Timberwolves,97
01/05/13,New York Knicks,114,Orlando Magic,106
01/05/13,Philadelphia 76ers,86,San Antonio Spurs,109
01/06/13,Charlotte Bobcats,108,Detroit Pistons,101
01/06/13,Denver Nuggets,112,Los Angeles Lakers,105
01/06/13,Washington Wizards,71,Miami Heat,99
01/06/13,Memphis Grizzlies,92,Phoenix Suns,81
01/06/13,Oklahoma City Thunder,104,Toronto Raptors,92
01/07/13,Cleveland Cavaliers,92,Chicago Bulls,118
01/07/13,San Antonio Spurs,88,New Orleans Hornets,95
01/07/13,Boston Celtics,102,New York Knicks,96
01/07/13,Orlando Magic,119,Portland Trail Blazers,125
01/07/13,Memphis Grizzlies,113,Sacramento Kings,81
01/07/13,Dallas Mavericks,94,Utah Jazz,100
01/07/13,Oklahoma City Thunder,99,Washington Wizards,101
01/08/13,Los Angeles Lakers,112,Houston Rockets,125
01/08/13,Miami Heat,77,Indiana Pacers,87
01/08/13,Phoenix Suns,99,Milwaukee Bucks,108
01/08/13,Atlanta Hawks,103,Minnesota Timberwolves,108
01/08/13,Brooklyn Nets,109,Philadelphia 76ers,89
01/09/13,Phoenix Suns,79,Boston Celtics,87
01/09/13,Utah Jazz,112,Charlotte Bobcats,102
01/09/13,Milwaukee Bucks,104,Chicago Bulls,96
01/09/13,Atlanta Hawks,83,Cleveland Cavaliers,99
01/09/13,Orlando Magic,105,Denver Nuggets,108
01/09/13,Memphis Grizzlies,94,Golden State Warriors,87
01/09/13,Dallas Mavericks,93,Los Angeles Clippers,99
01/09/13,Houston Rockets,79,New Orleans Hornets,88
01/09/13,Minnesota Timberwolves,84,Oklahoma City Thunder,106
01/09/13,Los Angeles Lakers,105,San Antonio Spurs,108
01/09/13,Philadelphia 76ers,72,Toronto Raptors,90
01/10/13,New York Knicks,76,Indiana Pacers,81
01/10/13,Miami Heat,90,Portland Trail Blazers,92
01/10/13,Dallas Mavericks,117,Sacramento Kings,112
01/11/13,Utah Jazz,95,Atlanta Hawks,103
01/11/13,Houston Rockets,91,Boston Celtics,103
01/11/13,Phoenix Suns,79,Brooklyn Nets,99
01/11/13,Cleveland Cavaliers,91,Denver Nuggets,98
01/11/13,Portland Trail Blazers,97,Golden State Warriors,103
01/11/13,Oklahoma City Thunder,116,Los Angeles Lakers,101
01/11/13,San Antonio Spurs,98,Memphis Grizzlies,101
01/11/13,Detroit Pistons,103,Milwaukee Bucks,87
01/11/13,Minnesota Timberwolves,92,New Orleans Hornets,104
01/11/13,Chicago Bulls,108,New York Knicks,101
01/11/13,Charlotte Bobcats,78,Toronto Raptors,99
01/12/13,Phoenix Suns,97,Chicago Bulls,81
01/12/13,Memphis Grizzlies,83,Dallas Mavericks,104
01/12/13,Utah Jazz,90,Detroit Pistons,87
01/12/13,Charlotte Bobcats,88,Indiana Pacers,96
01/12/13,Orlando Magic,104,Los Angeles Clippers,101
01/12/13,Houston Rockets,100,Philadelphia 76ers,107
01/12/13,Miami Heat,128,Sacramento Kings,99
01/12/13,Atlanta Hawks,83,Washington Wizards,93
01/13/13,Indiana Pacers,86,Brooklyn Nets,97
01/13/13,Golden State Warriors,105,Denver Nuggets,116
01/13/13,Cleveland Cavaliers,93,Los Angeles Lakers,113
01/13/13,New Orleans Hornets,87,New York Knicks,100
01/13/13,Oklahoma City Thunder,87,Portland Trail Blazers,83
01/13/13,Minnesota Timberwolves,88,San Antonio Spurs,106
01/13/13,Milwaukee Bucks,107,Toronto Raptors,96
01/14/13,Charlotte Bobcats,89,Boston Celtics,100
01/14/13,Atlanta Hawks,58,Chicago Bulls,97
01/14/13,Minnesota Timberwolves,98,Dallas Mavericks,113
01/14/13,Los Angeles Clippers,99,Memphis Grizzlies,73
01/14/13,Oklahoma City Thunder,102,Phoenix Suns,90
01/14/13,Cleveland Cavaliers,118,Sacramento Kings,124
01/14/13,Miami Heat,97,Utah Jazz,104
01/14/13,Orlando Magic,91,Washington Wizards,120
01/15/13,Toronto Raptors,106,Brooklyn Nets,113
01/15/13,Indiana Pacers,103,Charlotte Bobcats,76
01/15/13,Portland Trail Blazers,111,Denver Nuggets,115
01/15/13,Los Angeles Clippers,117,Houston Rockets,109
01/15/13,Milwaukee Bucks,88,Los Angeles Lakers,104
01/15/13,New Orleans Hornets,111,Philadelphia 76ers,99
01/16/13,Brooklyn Nets,95,Atlanta Hawks,109
01/16/13,New Orleans Hornets,90,Boston Celtics,78
01/16/13,Houston Rockets,100,Dallas Mavericks,105
01/16/13,Miami Heat,92,Golden State Warriors,75
01/16/13,Denver Nuggets,97,Oklahoma City Thunder,117
01/16/13,Indiana Pacers,86,Orlando Magic,97
01/16/13,Cleveland Cavaliers,93,Portland Trail Blazers,88
01/16/13,Washington Wizards,94,Sacramento Kings,95
01/16/13,Memphis Grizzlies,82,San Antonio Spurs,103
01/16/13,Chicago Bulls,107,Toronto Raptors,105
01/17/13,New York Knicks,102,Detroit Pistons,87
01/17/13,Miami Heat,99,Los Angeles Lakers,90
01/17/13,Los Angeles Clippers,90,Minnesota Timberwolves,77
01/17/13,Milwaukee Bucks,98,Phoenix Suns,94
01/18/13,Chicago Bulls,100,Boston Celtics,99
01/18/13,Atlanta Hawks,89,Brooklyn Nets,94
01/18/13,Oklahoma City Thunder,117,Dallas Mavericks,114
01/18/13,Washington Wizards,112,Denver Nuggets,108
01/18/13,Houston Rockets,95,Indiana Pacers,105
01/18/13,Sacramento Kings,69,Memphis Grizzlies,85
01/18/13,Charlotte Bobcats,106,Orlando Magic,100
01/18/13,Toronto Raptors,101,Philadelphia 76ers,108
01/18/13,Golden State Warriors,88,San Antonio Spurs,95
01/19/13,San Antonio Spurs,98,Atlanta Hawks,93
01/19/13,Sacramento Kings,97,Charlotte Bobcats,93
01/19/13,Memphis Grizzlies,85,Chicago Bulls,82
01/19/13,Washington Wizards,87,Los Angeles Clippers,94
01/19/13,Houston Rockets,79,Minnesota Timberwolves,92
01/19/13,Golden State Warriors,116,New Orleans Hornets,112
01/19/13,Milwaukee Bucks,110,Portland Trail Blazers,104
01/19/13,Cleveland Cavaliers,98,Utah Jazz,109
01/20/13,Oklahoma City Thunder,118,Denver Nuggets,121
01/20/13,Boston Celtics,88,Detroit Pistons,103
01/20/13,Dallas Mavericks,111,Orlando Magic,105
01/20/13,Los Angeles Lakers,103,Toronto Raptors,108
01/21/13,Minnesota Timberwolves,96,Atlanta Hawks,104
01/21/13,Houston Rockets,100,Charlotte Bobcats,94
01/21/13,Los Angeles Lakers,83,Chicago Bulls,95
01/21/13,Los Angeles Clippers,99,Golden State Warriors,106
01/21/13,Indiana Pacers,82,Memphis Grizzlies,81
01/21/13,Sacramento Kings,105,New Orleans Hornets,114
01/21/13,Brooklyn Nets,88,New York Knicks,85
01/21/13,San Antonio Spurs,90,Philadelphia 76ers,85
01/21/13,Washington Wizards,98,Portland Trail Blazers,95
01/22/13,Boston Celtics,90,Cleveland Cavaliers,95
01/22/13,Orlando Magic,90,Detroit Pistons,105
01/22/13,Oklahoma City Thunder,109,Los Angeles Clippers,97
01/22/13,Philadelphia 76ers,102,Milwaukee Bucks,110
01/23/13,Atlanta Hawks,104,Charlotte Bobcats,92
01/23/13,Detroit Pistons,82,Chicago Bulls,85
01/23/13,Oklahoma City Thunder,99,Golden State Warriors,104
01/23/13,Denver Nuggets,105,Houston Rockets,95
01/23/13,Los Angeles Lakers,93,Memphis Grizzlies,106
01/23/13,Toronto Raptors,116,Miami Heat,123
01/23/13,Brooklyn Nets,91,Minnesota Timberwolves,83
01/23/13,Indiana Pacers,80,Portland Trail Blazers,100
01/23/13,Phoenix Suns,106,Sacramento Kings,96
01/23/13,New Orleans Hornets,102,San Antonio Spurs,106
01/23/13,Washington Wizards,88,Utah Jazz,92
01/24/13,New York Knicks,89,Boston Celtics,86
01/24/13,Toronto Raptors,97,Orlando Magic,95
01/24/13,Los Angeles Clippers,88,Phoenix Suns,93
01/25/13,Boston Celtics,111,Atlanta Hawks,123
01/25/13,Golden State Warriors,87,Chicago Bulls,103
01/25/13,Milwaukee Bucks,108,Cleveland Cavaliers,113
01/25/13,San Antonio Spurs,113,Dallas Mavericks,107
01/25/13,Utah Jazz,84,Los Angeles Lakers,102
01/25/13,Brooklyn Nets,77,Memphis Grizzlies,101
01/25/13,Detroit Pistons,88,Miami Heat,110
01/25/13,Houston Rockets,100,New Orleans Hornets,82
01/25/13,Oklahoma City Thunder,105,Sacramento Kings,95
01/25/13,Minnesota Timberwolves,101,Washington Wizards,114
01/26/13,Minnesota Timberwolves,101,Charlotte Bobcats,102
01/26/13,Sacramento Kings,93,Denver Nuggets,121
01/26/13,Brooklyn Nets,106,Houston Rockets,119
01/26/13,Golden State Warriors,102,Milwaukee Bucks,109
01/26/13,New York Knicks,80,Philadelphia 76ers,97
01/26/13,Los Angeles Clippers,100,Portland Trail Blazers,101
01/26/13,Phoenix Suns,99,San Antonio Spurs,108
01/26/13,Cleveland Cavaliers,99,Toronto Raptors,98
01/26/13,Indiana Pacers,110,Utah Jazz,114
01/26/13,Chicago Bulls,73,Washington Wizards,86
01/27/13,Miami Heat,98,Boston Celtics,100
01/27/13,Phoenix Suns,95,Dallas Mavericks,110
01/27/13,Portland Trail Blazers,83,Los Angeles Clippers,96
01/27/13,Oklahoma City Thunder,96,Los Angeles Lakers,105
01/27/13,New Orleans Hornets,91,Memphis Grizzlies,83
01/27/13,Atlanta Hawks,104,New York Knicks,106
01/27/13,Detroit Pistons,104,Orlando Magic,102
01/28/13,Orlando Magic,77,Brooklyn Nets,97
01/28/13,Charlotte Bobcats,85,Chicago Bulls,93
01/28/13,Indiana Pacers,101,Denver Nuggets,102
01/28/13,Memphis Grizzlies,103,Philadelphia 76ers,100
01/28/13,Golden State Warriors,114,Toronto Raptors,102
01/28/13,Houston Rockets,125,Utah Jazz,80
01/28/13,Sacramento Kings,96,Washington Wizards,94
01/29/13,Golden State Warriors,108,Cleveland Cavaliers,95
01/29/13,Milwaukee Bucks,117,Detroit Pistons,90
01/29/13,New Orleans Hornets,106,Los Angeles Lakers,111
01/29/13,Dallas Mavericks,104,Portland Trail Blazers,106
01/30/13,Toronto Raptors,92,Atlanta Hawks,93
01/30/13,Sacramento Kings,81,Boston Celtics,99
01/30/13,Miami Heat,105,Brooklyn Nets,85
01/30/13,Houston Rockets,110,Denver Nuggets,118
01/30/13,Detroit Pistons,79,Indiana Pacers,98
01/30/13,Chicago Bulls,104,Milwaukee Bucks,88
01/30/13,Los Angeles Clippers,96,Minnesota Timberwolves,90
01/30/13,Orlando Magic,97,New York Knicks,113
01/30/13,Washington Wizards,84,Philadelphia 76ers,92
01/30/13,Los Angeles Lakers,86,Phoenix Suns,92
01/30/13,Charlotte Bobcats,78,San Antonio Spurs,102
01/30/13,New Orleans Hornets,99,Utah Jazz,104
01/31/13,Dallas Mavericks,97,Golden State Warriors,100
01/31/13,Memphis Grizzlies,89,Oklahoma City Thunder,106
02/01/13,Orlando Magic,84,Boston Celtics,97
02/01/13,Chicago Bulls,89,Brooklyn Nets,93
02/01/13,New Orleans Hornets,98,Denver Nuggets,113
02/01/13,Cleveland Cavaliers,99,Detroit Pistons,117
02/01/13,Miami Heat,89,Indiana Pacers,102
02/01/13,Washington Wizards,76,Memphis Grizzlies,85
02/01/13,Los Angeles Lakers,111,Minnesota Timberwolves,100
02/01/13,Milwaukee Bucks,86,New York Knicks,96
02/01/13,Sacramento Kings,80,Philadelphia 76ers,89
02/01/13,Dallas Mavericks,109,Phoenix Suns,99
02/01/13,Los Angeles Clippers,73,Toronto Raptors,98
02/01/13,Portland Trail Blazers,77,Utah Jazz,86
02/02/13,Chicago Bulls,93,Atlanta Hawks,76
02/02/13,Oklahoma City Thunder,110,Cleveland Cavaliers,115
02/02/13,Phoenix Suns,93,Golden State Warriors,113
02/02/13,Charlotte Bobcats,95,Houston Rockets,109
02/02/13,Orlando Magic,98,Milwaukee Bucks,107
02/02/13,New Orleans Hornets,86,Minnesota Timberwolves,115
02/02/13,Sacramento Kings,81,New York Knicks,120
02/02/13,Utah Jazz,99,Portland Trail Blazers,105
02/02/13,Washington Wizards,86,San Antonio Spurs,96
02/03/13,Los Angeles Clippers,104,Boston Celtics,106
02/03/13,Los Angeles Lakers,98,Detroit Pistons,97
02/03/13,Miami Heat,100,Toronto Raptors,85
02/04/13,Chicago Bulls,101,Indiana Pacers,111
02/04/13,Charlotte Bobcats,94,Miami Heat,99
02/04/13,Portland Trail Blazers,100,Minnesota Timberwolves,98
02/04/13,Detroit Pistons,85,New York Knicks,99
02/04/13,Dallas Mavericks,91,Oklahoma City Thunder,112
02/04/13,Orlando Magic,61,Philadelphia 76ers,78
02/04/13,Sacramento Kings,91,Utah Jazz,98
02/04/13,Los Angeles Clippers,90,Washington Wizards,98
02/05/13,Los Angeles Lakers,92,Brooklyn Nets,83
02/05/13,Milwaukee Bucks,104,Denver Nuggets,112
02/05/13,Golden State Warriors,109,Houston Rockets,140
02/05/13,Atlanta Hawks,103,Indiana Pacers,114
02/05/13,Phoenix Suns,96,Memphis Grizzlies,90
02/06/13,Memphis Grizzlies,92,Atlanta Hawks,103
02/06/13,Charlotte Bobcats,95,Cleveland Cavaliers,122
02/06/13,Portland Trail Blazers,99,Dallas Mavericks,105
02/06/13,Brooklyn Nets,93,Detroit Pistons,90
02/06/13,Houston Rockets,108,Miami Heat,114
02/06/13,San Antonio Spurs,104,Minnesota Timberwolves,94
02/06/13,Phoenix Suns,84,New Orleans Hornets,93
02/06/13,Golden State Warriors,98,Oklahoma City Thunder,119
02/06/13,Los Angeles Clippers,86,Orlando Magic,76
02/06/13,Indiana Pacers,88,Philadelphia 76ers,69
02/06/13,Boston Celtics,99,Toronto Raptors,95
02/06/13,Milwaukee Bucks,86,Utah Jazz,100
02/06/13,New York Knicks,96,Washington Wizards,106
02/07/13,Los Angeles Lakers,95,Boston Celtics,116
02/07/13,Chicago Bulls,96,Denver Nuggets,128
02/08/13,New Orleans Hornets,111,Atlanta Hawks,100
02/08/13,Los Angeles Lakers,100,Charlotte Bobcats,93
02/08/13,Orlando Magic,108,Cleveland Cavaliers,119
02/08/13,San Antonio Spurs,109,Detroit Pistons,119
02/08/13,Portland Trail Blazers,103,Houston Rockets,118
02/08/13,Toronto Raptors,100,Indiana Pacers,98
02/08/13,Golden State Warriors,93,Memphis Grizzlies,99
02/08/13,Los Angeles Clippers,89,Miami Heat,111
02/08/13,New York Knicks,100,Minnesota Timberwolves,94
02/08/13,Phoenix Suns,96,Oklahoma City Thunder,127
02/08/13,Chicago Bulls,93,Utah Jazz,89
02/08/13,Brooklyn Nets,74,Washington Wizards,89
02/09/13,Denver Nuggets,111,Cleveland Cavaliers,103
02/09/13,Golden State Warriors,91,Dallas Mavericks,116
02/09/13,Detroit Pistons,105,Milwaukee Bucks,100
02/09/13,Charlotte Bobcats,76,Philadelphia 76ers,87
02/09/13,Utah Jazz,109,Sacramento Kings,120
02/10/13,Denver Nuggets,114,Boston Celtics,118
02/10/13,San Antonio Spurs,111,Brooklyn Nets,86
02/10/13,Minnesota Timberwolves,88,Memphis Grizzlies,105
02/10/13,Los Angeles Lakers,97,Miami Heat,107
02/10/13,Los Angeles Clippers,102,New York Knicks,88
02/10/13,Portland Trail Blazers,104,Orlando Magic,110
02/10/13,Oklahoma City Thunder,97,Phoenix Suns,69
02/10/13,Houston Rockets,111,Sacramento Kings,117
02/10/13,New Orleans Hornets,89,Toronto Raptors,102
02/11/13,Boston Celtics,91,Charlotte Bobcats,94
02/11/13,San Antonio Spurs,103,Chicago Bulls,89
02/11/13,Minnesota Timberwolves,100,Cleveland Cavaliers,92
02/11/13,Atlanta Hawks,105,Dallas Mavericks,101
02/11/13,New Orleans Hornets,105,Detroit Pistons,86
02/11/13,Brooklyn Nets,89,Indiana Pacers,84
02/11/13,Washington Wizards,102,Milwaukee Bucks,90
02/11/13,Los Angeles Clippers,107,Philadelphia 76ers,90
02/12/13,Houston Rockets,116,Golden State Warriors,107
02/12/13,Phoenix Suns,85,Los Angeles Lakers,91
02/12/13,Sacramento Kings,101,Memphis Grizzlies,108
02/12/13,Portland Trail Blazers,104,Miami Heat,117
02/12/13,Denver Nuggets,108,Toronto Raptors,109
02/12/13,Oklahoma City Thunder,94,Utah Jazz,109
02/13/13,Chicago Bulls,69,Boston Celtics,71
02/13/13,Denver Nuggets,108,Brooklyn Nets,119
02/13/13,San Antonio Spurs,96,Cleveland Cavaliers,95
02/13/13,Sacramento Kings,100,Dallas Mavericks,123
02/13/13,Washington Wizards,85,Detroit Pistons,96
02/13/13,Charlotte Bobcats,77,Indiana Pacers,101
02/13/13,Houston Rockets,96,Los Angeles Clippers,106
02/13/13,Philadelphia 76ers,92,Milwaukee Bucks,94
02/13/13,Utah Jazz,97,Minnesota Timberwolves,93
02/13/13,Portland Trail Blazers,63,New Orleans Hornets,99
02/13/13,Toronto Raptors,92,New York Knicks,88
02/13/13,Atlanta Hawks,108,Orlando Magic,76
02/14/13,Los Angeles Clippers,125,Los Angeles Lakers,101
02/14/13,Miami Heat,110,Oklahoma City Thunder,100
02/19/13,Milwaukee Bucks,111,Brooklyn Nets,113
02/19/13,Boston Celtics,90,Denver Nuggets,97
02/19/13,Memphis Grizzlies,105,Detroit Pistons,91
02/19/13,Chicago Bulls,96,New Orleans Hornets,87
02/19/13,Charlotte Bobcats,105,Orlando Magic,92
02/19/13,Phoenix Suns,102,Portland Trail Blazers,98
02/19/13,San Antonio Spurs,108,Sacramento Kings,102
02/19/13,Golden State Warriors,101,Utah Jazz,115
02/19/13,Toronto Raptors,96,Washington Wizards,88
02/20/13,Miami Heat,103,Atlanta Hawks,90
02/20/13,Detroit Pistons,105,Charlotte Bobcats,99
02/20/13,New Orleans Hornets,100,Cleveland Cavaliers,105
02/20/13,Orlando Magic,96,Dallas Mavericks,111
02/20/13,Phoenix Suns,98,Golden State Warriors,108
02/20/13,Oklahoma City Thunder,119,Houston Rockets,122
02/20/13,New York Knicks,91,Indiana Pacers,125
02/20/13,Boston Celtics,99,Los Angeles Lakers,113
02/20/13,Brooklyn Nets,97,Milwaukee Bucks,94
02/20/13,Philadelphia 76ers,87,Minnesota Timberwolves,94
02/20/13,Memphis Grizzlies,88,Toronto Raptors,82
02/21/13,Miami Heat,86,Chicago Bulls,67
02/21/13,San Antonio Spurs,116,Los Angeles Clippers,90
02/22/13,Sacramento Kings,108,Atlanta Hawks,122
02/22/13,Houston Rockets,106,Brooklyn Nets,96
02/22/13,Chicago Bulls,105,Charlotte Bobcats,75
02/22/13,San Antonio Spurs,101,Golden State Warriors,107
02/22/13,Detroit Pistons,82,Indiana Pacers,114
02/22/13,Portland Trail Blazers,107,Los Angeles Lakers,111
02/22/13,Orlando Magic,82,Memphis Grizzlies,88
02/22/13,Dallas Mavericks,104,New Orleans Hornets,100
02/22/13,Minnesota Timberwolves,111,Oklahoma City Thunder,127
02/22/13,Boston Celtics,113,Phoenix Suns,88
02/22/13,New York Knicks,98,Toronto Raptors,100
02/22/13,Denver Nuggets,113,Washington Wizards,119
02/23/13,Denver Nuggets,113,Charlotte Bobcats,99
02/23/13,Indiana Pacers,90,Detroit Pistons,72
02/23/13,Utah Jazz,94,Los Angeles Clippers,107
02/23/13,Atlanta Hawks,103,Milwaukee Bucks,102
02/23/13,Cleveland Cavaliers,118,Orlando Magic,94
02/23/13,Miami Heat,114,Philadelphia 76ers,90
02/23/13,Houston Rockets,103,Washington Wizards,105
02/24/13,Memphis Grizzlies,76,Brooklyn Nets,72
02/24/13,Los Angeles Lakers,103,Dallas Mavericks,99
02/24/13,Cleveland Cavaliers,105,Miami Heat,109
02/24/13,Golden State Warriors,100,Minnesota Timberwolves,99
02/24/13,Sacramento Kings,95,New Orleans Hornets,110
02/24/13,Philadelphia 76ers,93,New York Knicks,99
02/24/13,Chicago Bulls,72,Oklahoma City Thunder,102
02/24/13,San Antonio Spurs,97,Phoenix Suns,87
02/24/13,Boston Celtics,86,Portland Trail Blazers,92
02/25/13,Los Angeles Lakers,108,Denver Nuggets,119
02/25/13,Atlanta Hawks,114,Detroit Pistons,103
02/25/13,Washington Wizards,90,Toronto Raptors,84
02/25/13,Boston Celtics,110,Utah Jazz,107
02/26/13,Cleveland Cavaliers,101,Chicago Bulls,98
02/26/13,Milwaukee Bucks,95,Dallas Mavericks,90
02/26/13,Golden State Warriors,97,Indiana Pacers,108
02/26/13,Charlotte Bobcats,84,Los Angeles Clippers,106
02/26/13,Sacramento Kings,129,Miami Heat,141
02/26/13,Brooklyn Nets,101,New Orleans Hornets,97
02/26/13,Orlando Magic,98,Philadelphia 76ers,84
02/26/13,Minnesota Timberwolves,83,Phoenix Suns,84
02/27/13,Toronto Raptors,92,Cleveland Cavaliers,103
02/27/13,Milwaukee Bucks,110,Houston Rockets,107
02/27/13,Dallas Mavericks,84,Memphis Grizzlies,90
02/27/13,Golden State Warriors,105,New York Knicks,109
02/27/13,New Orleans Hornets,74,Oklahoma City Thunder,119
02/27/13,Sacramento Kings,125,Orlando Magic,101
02/27/13,Denver Nuggets,111,Portland Trail Blazers,109
02/27/13,Phoenix Suns,105,San Antonio Spurs,101
02/27/13,Atlanta Hawks,102,Utah Jazz,91
02/27/13,Detroit Pistons,96,Washington Wizards,95
02/28/13,Philadelphia 76ers,82,Chicago Bulls,93
02/28/13,Los Angeles Clippers,99,Indiana Pacers,91
02/28/13,Minnesota Timberwolves,94,Los Angeles Lakers,116
03/01/13,Golden State Warriors,86,Boston Celtics,94
03/01/13,Dallas Mavericks,98,Brooklyn Nets,90
03/01/13,Los Angeles Clippers,105,Cleveland Cavaliers,89
03/01/13,Oklahoma City Thunder,103,Denver Nuggets,105
03/01/13,Memphis Grizzlies,91,Miami Heat,98
03/01/13,Detroit Pistons,95,New Orleans Hornets,100
03/01/13,Houston Rockets,118,Orlando Magic,110
03/01/13,Atlanta Hawks,87,Phoenix Suns,92
03/01/13,Sacramento Kings,102,San Antonio Spurs,130
03/01/13,Indiana Pacers,93,Toronto Raptors,81
03/01/13,Charlotte Bobcats,68,Utah Jazz,98
03/01/13,New York Knicks,96,Washington Wizards,88
03/02/13,Brooklyn Nets,85,Chicago Bulls,96
03/02/13,Toronto Raptors,114,Milwaukee Bucks,122
03/02/13,Golden State Warriors,97,Philadelphia 76ers,104
03/02/13,Minnesota Timberwolves,94,Portland Trail Blazers,109
03/03/13,Dallas Mavericks,103,Houston Rockets,136
03/03/13,Chicago Bulls,92,Indiana Pacers,97
03/03/13,Oklahoma City Thunder,108,Los Angeles Clippers,104
03/03/13,Atlanta Hawks,98,Los Angeles Lakers,99
03/03/13,Miami Heat,99,New York Knicks,93
03/03/13,Memphis Grizzlies,108,Orlando Magic,82
03/03/13,Charlotte Bobcats,83,Sacramento Kings,119
03/03/13,Detroit Pistons,75,San Antonio Spurs,114
03/03/13,Philadelphia 76ers,87,Washington Wizards,90
03/04/13,New York Knicks,102,Cleveland Cavaliers,97
03/04/13,Atlanta Hawks,88,Denver Nuggets,104
03/04/13,Toronto Raptors,118,Golden State Warriors,125
03/04/13,Utah Jazz,108,Milwaukee Bucks,109
03/04/13,Miami Heat,97,Minnesota Timberwolves,81
03/04/13,Orlando Magic,105,New Orleans Hornets,102
03/04/13,Charlotte Bobcats,105,Portland Trail Blazers,122
03/05/13,Los Angeles Lakers,105,Oklahoma City Thunder,122
03/05/13,Boston Celtics,109,Philadelphia 76ers,101
03/05/13,Denver Nuggets,120,Sacramento Kings,113
03/06/13,Philadelphia 76ers,96,Atlanta Hawks,107
03/06/13,Brooklyn Nets,99,Charlotte Bobcats,78
03/06/13,Utah Jazz,101,Cleveland Cavaliers,104
03/06/13,Houston Rockets,108,Dallas Mavericks,112
03/06/13,New York Knicks,87,Detroit Pistons,77
03/06/13,Sacramento Kings,83,Golden State Warriors,87
03/06/13,Boston Celtics,83,Indiana Pacers,81
03/06/13,Milwaukee Bucks,101,Los Angeles Clippers,117
03/06/13,Portland Trail Blazers,85,Memphis Grizzlies,91
03/06/13,Orlando Magic,96,Miami Heat,97
03/06/13,Washington Wizards,82,Minnesota Timberwolves,87
03/06/13,Los Angeles Lakers,108,New Orleans Hornets,102
03/06/13,Toronto Raptors,98,Phoenix Suns,71
03/06/13,Chicago Bulls,83,San Antonio Spurs,101
03/07/13,Los Angeles Clippers,92,Denver Nuggets,107
03/07/13,Oklahoma City Thunder,95,New York Knicks,94
03/08/13,Atlanta Hawks,102,Boston Celtics,107
03/08/13,Washington Wizards,78,Brooklyn Nets,95
03/08/13,Oklahoma City Thunder,116,Charlotte Bobcats,94
03/08/13,Utah Jazz,88,Chicago Bulls,89
03/08/13,Memphis Grizzlies,103,Cleveland Cavaliers,92
03/08/13,Dallas Mavericks,102,Detroit Pistons,99
03/08/13,Houston Rockets,94,Golden State Warriors,88
03/08/13,Toronto Raptors,116,Los Angeles Lakers,118
03/08/13,Philadelphia 76ers,93,Miami Heat,102
03/08/13,Indiana Pacers,115,Orlando Magic,86
03/08/13,Phoenix Suns,112,Sacramento Kings,121
03/08/13,Portland Trail Blazers,136,San Antonio Spurs,106
03/09/13,Brooklyn Nets,93,Atlanta Hawks,80
03/09/13,Minnesota Timberwolves,88,Denver Nuggets,111
03/09/13,Milwaukee Bucks,103,Golden State Warriors,93
03/09/13,New Orleans Hornets,85,Memphis Grizzlies,96
03/09/13,Utah Jazz,84,New York Knicks,113
03/09/13,Houston Rockets,105,Phoenix Suns,107
03/09/13,Charlotte Bobcats,87,Washington Wizards,104
03/10/13,Detroit Pistons,97,Los Angeles Clippers,129
03/10/13,Chicago Bulls,81,Los Angeles Lakers,90
03/10/13,Indiana Pacers,91,Miami Heat,105
03/10/13,Dallas Mavericks,100,Minnesota Timberwolves,77
03/10/13,Portland Trail Blazers,96,New Orleans Hornets,98
03/10/13,Boston Celtics,79,Oklahoma City Thunder,91
03/10/13,Philadelphia 76ers,91,Orlando Magic,99
03/10/13,Milwaukee Bucks,115,Sacramento Kings,113
03/10/13,Cleveland Cavaliers,96,Toronto Raptors,100
03/11/13,New York Knicks,63,Golden State Warriors,92
03/11/13,Brooklyn Nets,97,Philadelphia 76ers,106
03/11/13,Denver Nuggets,108,Phoenix Suns,93
03/11/13,Oklahoma City Thunder,93,San Antonio Spurs,105
03/11/13,Detroit Pistons,90,Utah Jazz,103
03/12/13,New Orleans Hornets,98,Brooklyn Nets,108
03/12/13,Boston Celtics,74,Charlotte Bobcats,100
03/12/13,Washington Wizards,90,Cleveland Cavaliers,95
03/12/13,Atlanta Hawks,81,Miami Heat,98
03/12/13,Dallas Mavericks,115,Milwaukee Bucks,108
03/12/13,San Antonio Spurs,83,Minnesota Timberwolves,107
03/12/13,Los Angeles Lakers,106,Orlando Magic,97
