date,v.name,v.score,h.name,h.score
Sat Apr 9 2016,Boston Celtics,107,Atlanta Hawks,118
Sat Apr 9 2016,Cleveland Cavaliers,102,Chicago Bulls,105
Sat Apr 9 2016,Golden State Warriors,100,Memphis Grizzlies,99
Sat Apr 9 2016,Phoenix Suns,121,New Orleans Pelicans,100
Sat Apr 9 2016,Minnesota Timberwolves,106,Portland Trail Blazers,105
Sat Apr 9 2016,Oklahoma City Thunder,112,Sacramento Kings,114
Sun Apr 10 2016,Utah Jazz,100,Denver Nuggets,84
Sun Apr 10 2016,Los Angeles Lakers,110,Houston Rockets,130
Sun Apr 10 2016,Brooklyn Nets,105,Indiana Pacers,129
Sun Apr 10 2016,Dallas Mavericks,91,Los Angeles Clippers,98
Sun Apr 10 2016,Orlando Magic,96,Miami Heat,118
Sun Apr 10 2016,Toronto Raptors,93,New York Knicks,89
Sun Apr 10 2016,Milwaukee Bucks,109,Philadelphia 76ers,108
Sun Apr 10 2016,Golden State Warriors,92,San Antonio Spurs,86
Sun Apr 10 2016,Charlotte Hornets,98,Washington Wizards,113
Mon Apr 11 2016,Charlotte Hornets,114,Boston Celtics,100
Mon Apr 11 2016,Washington Wizards,120,Brooklyn Nets,111
Mon Apr 11 2016,Atlanta Hawks,94,Cleveland Cavaliers,109
Mon Apr 11 2016,Houston Rockets,129,Minnesota Timberwolves,105
Mon Apr 11 2016,Chicago Bulls,121,New Orleans Pelicans,116
Mon Apr 11 2016,Los Angeles Lakers,79,Oklahoma City Thunder,112
Mon Apr 11 2016,Milwaukee Bucks,98,Orlando Magic,107
Mon Apr 11 2016,Sacramento Kings,105,Phoenix Suns,101
Mon Apr 11 2016,Dallas Mavericks,101,Utah Jazz,92
Tue Apr 12 2016,Miami Heat,99,Detroit Pistons,93
Tue Apr 12 2016,New York Knicks,90,Indiana Pacers,102
Tue Apr 12 2016,Memphis Grizzlies,84,Los Angeles Clippers,110
Tue Apr 12 2016,Oklahoma City Thunder,98,San Antonio Spurs,102
Tue Apr 12 2016,Philadelphia 76ers,98,Toronto Raptors,122
Wed Apr 13 2016,Miami Heat,88,Boston Celtics,98
Wed Apr 13 2016,Toronto Raptors,103,Brooklyn Nets,96
Wed Apr 13 2016,Philadelphia 76ers,105,Chicago Bulls,115
Wed Apr 13 2016,Orlando Magic,103,Charlotte Hornets,117
Wed Apr 13 2016,Detroit Pistons,112,Cleveland Cavaliers,110
Wed Apr 13 2016,San Antonio Spurs,96,Dallas Mavericks,91
Wed Apr 13 2016,Memphis Grizzlies,104,Golden State Warriors,125
Wed Apr 13 2016,Sacramento Kings,81,Houston Rockets,116
Wed Apr 13 2016,Utah Jazz,96,Los Angeles Lakers,101
Wed Apr 13 2016,Indiana Pacers,97,Milwaukee Bucks,92
Wed Apr 13 2016,New Orleans Pelicans,109,Minnesota Timberwolves,144
Wed Apr 13 2016,Los Angeles Clippers,105,Phoenix Suns,114
Wed Apr 13 2016,Denver Nuggets,99,Portland Trail Blazers,107
Wed Apr 13 2016,Atlanta Hawks,98,Washington Wizards,109
04/16/16,Boston Celtics,101,Atlanta Hawks,102
04/16/16,Houston Rockets,78,Golden State Warriors,104
04/16/16,Dallas Mavericks,70,Oklahoma City Thunder,108
04/16/16,Indiana Pacers,100,Toronto Raptors,90
04/17/16,Detroit Pistons,101,Cleveland Cavaliers,106
04/17/16,Portland Trail Blazers,95,Los Angeles Clippers,115
04/17/16,Charlotte Hornets,91,Miami Heat,123
04/17/16,Memphis Grizzlies,74,San Antonio Spurs,106
04/18/16,Houston Rockets,106,Golden State Warriors,115
04/18/16,Dallas Mavericks,85,Oklahoma City Thunder,84
04/18/16,Indiana Pacers,87,Toronto Raptors,98
04/19/16,Boston Celtics,72,Atlanta Hawks,89
04/19/16,Memphis Grizzlies,68,San Antonio Spurs,94
04/20/16,Detroit Pistons,90,Cleveland Cavaliers,107
04/20/16,Portland Trail Blazers,81,Los Angeles Clippers,102
04/20/16,Charlotte Hornets,103,Miami Heat,115
04/21/16,Oklahoma City Thunder,131,Dallas Mavericks,102
04/21/16,Golden State Warriors,96,Houston Rockets,97
04/21/16,Toronto Raptors,101,Indiana Pacers,85
04/22/16,Atlanta Hawks,103,Boston Celtics,111
04/22/16,Cleveland Cavaliers,101,Detroit Pistons,91
04/22/16,San Antonio Spurs,96,Memphis Grizzlies,87
04/23/16,Miami Heat,80,Charlotte Hornets,96
04/23/16,Oklahoma City Thunder,119,Dallas Mavericks,108
04/23/16,Toronto Raptors,83,Indiana Pacers,100
04/23/16,Los Angeles Clippers,88,Portland Trail Blazers,96
04/24/16,Atlanta Hawks,95,Boston Celtics,104
04/24/16,Cleveland Cavaliers,100,Detroit Pistons,98
04/24/16,Golden State Warriors,121,Houston Rockets,94
04/24/16,San Antonio Spurs,116,Memphis Grizzlies,95
04/25/16,Miami Heat,85,Charlotte Hornets,89
04/25/16,Dallas Mavericks,104,Oklahoma City Thunder,118
04/25/16,Los Angeles Clippers,84,Portland Trail Blazers,98
04/26/16,Boston Celtics,83,Atlanta Hawks,110
04/26/16,Indiana Pacers,99,Toronto Raptors,102
04/27/16,Houston Rockets,81,Golden State Warriors,114
04/27/16,Portland Trail Blazers,108,Los Angeles Clippers,98
04/27/16,Charlotte Hornets,90,Miami Heat,88
04/28/16,Atlanta Hawks,104,Boston Celtics,92
04/29/16,Miami Heat,97,Charlotte Hornets,90
04/29/16,Toronto Raptors,83,Indiana Pacers,101
04/29/16,Los Angeles Clippers,103,Portland Trail Blazers,106
04/30/16,Oklahoma City Thunder,92,San Antonio Spurs,124
05/01/16,Portland Trail Blazers,106,Golden State Warriors,118
05/01/16,Charlotte Hornets,73,Miami Heat,106
05/01/16,Indiana Pacers,84,Toronto Raptors,89
05/02/16,Atlanta Hawks,93,Cleveland Cavaliers,104
05/02/16,Oklahoma City Thunder,98,San Antonio Spurs,97
05/03/16,Portland Trail Blazers,99,Golden State Warriors,110
05/03/16,Miami Heat,102,Toronto Raptors,96
05/04/16,Atlanta Hawks,98,Cleveland Cavaliers,123
05/05/16,Miami Heat,92,Toronto Raptors,96
05/06/16,Cleveland Cavaliers,121,Atlanta Hawks,108
05/06/16,San Antonio Spurs,100,Oklahoma City Thunder,96
05/07/16,Toronto Raptors,95,Miami Heat,91
05/07/16,Golden State Warriors,108,Portland Trail Blazers,120
05/08/16,Cleveland Cavaliers,100,Atlanta Hawks,99
05/08/16,San Antonio Spurs,97,Oklahoma City Thunder,111
05/09/16,Toronto Raptors,87,Miami Heat,94
05/09/16,Golden State Warriors,132,Portland Trail Blazers,125
05/10/16,Oklahoma City Thunder,95,San Antonio Spurs,91
05/11/16,Portland Trail Blazers,121,Golden State Warriors,125
05/11/16,Miami Heat,91,Toronto Raptors,99
05/12/16,San Antonio Spurs,99,Oklahoma City Thunder,113
05/13/16,Toronto Raptors,91,Miami Heat,103
05/15/16,Miami Heat,89,Toronto Raptors,116
05/16/16,Oklahoma City Thunder,108,Golden State Warriors,102
05/17/16,Toronto Raptors,84,Cleveland Cavaliers,115
05/18/16,Oklahoma City Thunder,91,Golden State Warriors,118
05/19/16,Toronto Raptors,89,Cleveland Cavaliers,108
05/21/16,Cleveland Cavaliers,84,Toronto Raptors,99
05/22/16,Golden State Warriors,105,Oklahoma City Thunder,133
05/23/16,Cleveland Cavaliers,99,Toronto Raptors,105
05/24/16,Golden State Warriors,94,Oklahoma City Thunder,118
05/25/16,Toronto Raptors,78,Cleveland Cavaliers,116
05/26/16,Oklahoma City Thunder,111,Golden State Warriors,120
05/27/16,Cleveland Cavaliers,113,Toronto Raptors,87
05/28/16,Golden State Warriors,108,Oklahoma City Thunder,101
05/30/16,Oklahoma City Thunder,88,Golden State Warriors,96
06/02/16,Cleveland Cavaliers,89,Golden State Warriors,104
06/05/16,Cleveland Cavaliers,77,Golden State Warriors,110
06/08/16,Golden State Warriors,90,Cleveland Cavaliers,120
06/10/16,Golden State Warriors,108,Cleveland Cavaliers,97
06/13/16,Cleveland Cavaliers,112,Golden State Warriors,97
06/16/16,Golden State Warriors,101,Cleveland Cavaliers,115
06/19/16,Cleveland Cavaliers,93,Golden State Warriors,89
